SERVICE_ID,TITLE,NAME,RATING
680,You are not being tracked,Rodrigo Prestes,
682,"This service does not collect, use, or share location data. Your data is processed and stored in a country that is less friendly to user privacy protection. Archives of their agreements are provided so that changes can be viewed over time. A complaint mechanism is provided for the handling of personal data. Information is provided about security practices. The service claims to be GDPR compliant for European users. Your data is processed and stored in a country that is less friendly to user privacy protection. The service claims to be GDPR compliant for European users. Conditions may change, but your continued acceptance is not inferred from an earlier acceptance. You can request access, correction and/or deletion of your data. There is a date of the last update of the agreements. A free help desk is provided. A complaint mechanism is provided for the handling of personal data. Your personal data is used for limited purposes. A free help desk is provided.  Terms may be changed any time at their discretion, without notice to you . Your information is only shared with third parties when given specific consent",Electronic Frontier Foundation,B
683,"Details are provided about what kind of information they collect. The service informs you that its privacy policy does not apply to third party websites. The service explains how to prevent disclosure of personal information to third parties. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. The service is transparent regarding government requests or inquiries that may involve your data.. Third party cookies are employed, but with opt out instructions.  A list of all cookies set by the website is provided",DnD5e.info,A
684,You maintain ownership of your content. Third parties are not allowed to access your personal information without a legal basis. You agree not to submit illegal content. The service does not index or open files that you upload. Two factor authentication is provided for your account,Email.cz,A
687,"Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. Your data may be processed and stored anywhere in the world. Third-party cookies are used for statistics. You are allowed to quote their content with attribution. You have the right to leave this service at any time. You can delete your content from this service. Your browser's Do Not Track (DNT) headers are respected. There is a date of the last update of the agreements. This service is only available to users over a certain age. Archives of their agreements are provided so that changes can be viewed over time. The court of law governing the terms is in location X. You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages. User accounts can be terminated after having been in breach of the terms of service repeatedly. You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service. You can retrieve an archive of your data. Tracking cookies refused will not limit your ability to use the service.  A list of all cookies set by the website is provided. Third party cookies are employed, but with opt out instructions. You agree not to use the service for illegal purposes. You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages. You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages. You agree not to submit libelous, harassing or threatening content. The posting of pornographic content is prohibited. Other applicable rules, terms, conditions or guidelines. You are prohibited from attempting to gain unauthorized access to other computer systems. You are prohibited from attempting to gain unauthorized access to other computer systems. You shall not interfere with another person's enjoyment of the service. This service assumes no responsibility and liability for the contents of links to other websites. The service is provided 'as is' and to be used at your sole risk. You have a reduced time period to take legal action against the service. You maintain ownership of your content. You should revisit the terms periodically, although in case of material changes, the service will notify. Third parties used by the service are bound by confidentiality obligations. Information is provided about security practices. You can retrieve an archive of your data. The terms for this service are easy to read. Third parties used by the service are bound by confidentiality obligations. Information is provided about how your personal data is used. The data retention period is kept to the minimum necessary for fulfilling its purposes. A complaint mechanism is provided for the handling of personal data. Two factor authentication is provided for your account. A free help desk is provided. You can opt out of promotional communications. Your personal data is not sold. Third parties are not allowed to access your personal information without a legal basis",FastMail,B
688,The court of law governing the terms is in location X.  A list of all cookies set by the website is provided. Third-party cookies are used for statistics. You can retrieve an archive of your data,NRC,A
690,Third-party cookies are used for advertising. Third-party cookies are used for statistics,SantsTV,B
692,"You agree not to submit libelous, harassing or threatening content. You should revisit the terms periodically, although in case of material changes, the service will notify. The service is provided 'as is' and to be used at your sole risk. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. You are responsible for any risks, damages, or losses that may incur by downloading materials. First-party cookies are used. Logs are deleted after a finite period of time. There is a date of the last update of the agreements. There is a date of the last update of the agreements",AnkiWeb,
693," Terms may be changed any time at their discretion, without notice to you . You are solely responsible for claims made against the service and agree to indemnify and hold harmless the service.. The service is provided 'as is' and to be used at your sole risk. No guarantee is given regarding quality. This service assumes no liability for any losses or damages resulting from any matter relating to the service. This service cannot be held responsible for disputes that you may have with other users. The service has a no refund policy. They may stop providing the service at any time. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. The court of law governing the terms is in location X. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. This service reserves the right to disclose your personal information without notifying you. Many different types of personal data are collected. Your IP address is collected, which can be used to view your approximate location. This service receives your precise location through GPS coordinates. Information is gathered about you through third parties. Your personal data is aggregated into statistics. Your browsing history can be viewed by the service. Your personal data may be used for marketing purposes. Information is provided about how your personal data is used. Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction. This service shares your personal data with third parties that are not essential to its operation. Some personal data may be kept for business interests or legal obligations. The service may keep a secure, anonymized record of your data for analytical purposes even after the data retention period. A free help desk is provided. You can retrieve an archive of your data. You can request access, correction and/or deletion of your data. First-party cookies are used. Blocking first party cookies may limit your ability to use the service. Third party cookies are employed, but with opt out instructions. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting.  A list of all cookies set by the website is provided",Viagogo,D
695,There is a date of the last update of the agreements. The service claims to be GDPR compliant for European users,BillPay,A
697,"This service does not collect, use, or share location data. Your personal data may be used for marketing purposes. The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection.. Third-party cookies are used for statistics. There is a date of the last update of the agreements. You should revisit the terms periodically, although in case of material changes, the service will notify. Tracking pixels are used in service-to-user communication. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting.  A list of all cookies set by the website is provided. This service gives your personal data to third parties involved in its operation. The service informs you that its privacy policy does not apply to third party websites. Your data may be processed and stored anywhere in the world. The service will resist legal requests for your information where reasonably possible. You can opt out of promotional communications. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. Instead of asking directly, this Service will assume your consent merely from your usage.. You are responsible for maintaining the security of your account and for the activities on your account. This Service provides a list of Third Parties involved in its operation.. You have the right to leave this service at any time. You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages. You agree not to submit libelous, harassing or threatening content. Spidering, crawling, or accessing the site through any automated means is not allowed. Your use is throttled. The service does not guarantee accuracy or reliability of the information provided. You waive your right to a class action.. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. You cannot distribute or disclose your account to third parties. Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction. The court of law governing the terms is in location X. Your personal data is not sold. An anonymous payment method is offered.  The service is only available in some countries approved by its government. Logs are kept for an undefined period of time. Your personal data is used for limited purposes. Your personal data is used for limited purposes. Third parties are involved in operating the service. Only necessary logs are kept by the service to ensure quality. Your personal data is used for limited purposes. Details are provided about what kind of information they collect. You can request access, correction and/or deletion of your data. Blocking first party cookies may limit your ability to use the service. You can request access, correction and/or deletion of your data. The data retention period is kept to the minimum necessary for fulfilling its purposes. You are informed about the risk of publishing personal info online. You are warned of the potential consequences related to third-party access. You agree not to use the service for illegal purposes. This service is only available to users over a certain age.  Terms may be changed any time at their discretion, without notice to you . You agree not to use the service for illegal purposes. Accessibility to this service is guaranteed at 99% or more. User accounts can be terminated after having been in breach of the terms of service repeatedly. Users who have been permanently banned from this service are not allowed to re-register under a new account. This service is only available to users over a certain age. You authorise the service to charge a credit card supplied on re-occurring basis. You are entitled to a refund if certain thresholds or standards are not met by the service. They may stop providing the service at any time. User accounts can be terminated after having been in breach of the terms of service repeatedly. Other applicable rules, terms, conditions or guidelines. Your account can be suspended for several reasons. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. The service is provided 'as is' and to be used at your sole risk. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. This service assumes no liability for any losses or damages resulting from any matter relating to the service. You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service.  Terms may be changed any time at their discretion, without notice to you . There is a date of the last update of the agreements. No need to register",NordVPN,C
698,"Your personal data is used for limited purposes. Your personal data is not sold. The service is not responsible for linked or (clearly) quoted content from third-party content providers. The data retention period is kept to the minimum necessary for fulfilling its purposes. There is a date of the last update of the agreements. You must create an account to use this service. You agree not to use the service for illegal purposes. You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service. You have the right to leave this service at any time. They may stop providing the service at any time. User-generated content is encrypted, and this service cannot decrypt it. Two factor authentication is provided for your account. The service will resist legal requests for your information where reasonably possible. You will be notified if personal data has been affected by data breaches. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. This service assumes no liability for any losses or damages resulting from any matter relating to the service. You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages. You authorise the service to charge a credit card supplied on re-occurring basis. The service is provided 'as is' and to be used at your sole risk. This service does not guarantee that it or the products obtained through it meet your expectations or requirements. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. The court of law governing the terms is in location X. Blocking first party cookies may limit your ability to use the service. Third parties used by the service are bound by confidentiality obligations. Third parties are involved in operating the service. The service has non-exclusive use of your content. You are responsible for maintaining the security of your account and for the activities on your account",Sync,B
700, Pseudonyms are allowed,Steemit,
702,The service will resist legal requests for your information where reasonably possible. The service does not guarantee accuracy or reliability of the information provided. The service does not guarantee accuracy or reliability of the information provided. The service is provided 'as is' and to be used at your sole risk. This service assumes no responsibility and liability for the contents of links to other websites. No guarantee is given regarding quality. No need to register. The terms for this service are easy to read. Your personal data is not shared with third parties,RationalWiki,A
705,"Your browser's Do Not Track (DNT) headers are respected. Third party cookies are employed, but with opt out instructions. This service receives your precise location through GPS coordinates. A complaint mechanism is provided for the handling of personal data. Details are provided about what kind of information they collect. Many different types of personal data are collected. Information is provided about how your personal data is used. Your personal data is aggregated into statistics. Your personal data is used for advertising. Third parties are involved in operating the service. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Your IP address is collected, which can be used to view your approximate location. This service gives your personal data to third parties involved in its operation. Your personal data is used to employ targeted third-party advertising. Information is gathered about you through third parties. This service reserves the right to disclose your personal information without notifying you. Logs are deleted after a finite period of time. Your biometric data is collected. Third parties used by the service are bound by confidentiality obligations. Some personal data may be kept for business interests or legal obligations. First-party cookies are used. This service tracks you on other websites. The service informs you that its privacy policy does not apply to third party websites.  A list of all cookies set by the website is provided. This service tracks which web page referred you to it. Third-party cookies are used for statistics. Third-party cookies are used for advertising.  You are being tracked via social media cookies/pixels. You can request access, correction and/or deletion of your data. Your personal data is not sold. Your browser's Do Not Track (DNT) headers are respected",Nvidia,C
707,"The terms for this service are translated into different languages. Only necessary logs are kept by the service to ensure quality. Logs are deleted after a finite period of time. A complaint mechanism is provided for the handling of personal data. You can access most of the pages on the service's website without revealing any personal information. Your personal data is aggregated into statistics. Details are provided about what kind of information they collect. This service tracks which web page referred you to it. IP addresses of website visitors are not tracked. Your personal data is not shared with third parties. Your browser's Do Not Track (DNT) headers are respected. Information is provided about how they collect personal data. Information is provided about how your personal data is used. Third parties are involved in operating the service. You can opt out of promotional communications. Information is provided about security practices. No third-party analytics or tracking platforms are used. Tracking cookies refused will not limit your ability to use the service. Your personal data is not sold. This service gives your personal data to third parties involved in its operation. Third parties used by the service are bound by confidentiality obligations. This service reserves the right to disclose your personal information without notifying you. The terms may be changed at any time, but you will receive notification of the changes. You will be notified if personal data has been affected by data breaches. This service is only available to users over a certain age. Users who have been permanently banned from this service are not allowed to re-register under a new account. Political discussions or campaining are prohibited. You have the right to leave this service at any time. You are responsible for maintaining the security of your account and for the activities on your account. Content is published under a free license instead of a bilateral one. You agree not to use the service for illegal purposes. Spidering, crawling, or accessing the site through any automated means is not allowed. You can scrape the site, as long as it doesn't impact the server too much. Features of the website are made available under a free software license. The service informs you that its privacy policy does not apply to third party websites. You are warned of the potential consequences related to third-party access. There is a date of the last update of the agreements",Nextcloud,B
708,"This service is only available to users over a certain age. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Third-party cookies are used for advertising. Third-party cookies are used for advertising. A complaint mechanism is provided for the handling of personal data. Third parties are involved in operating the service. Third parties are involved in operating the service. Third-party cookies are used for advertising. Third party cookies are employed, but with opt out instructions. You are warned of the potential consequences related to third-party access. Third parties are involved in operating the service. Your data may be processed and stored anywhere in the world. You should revisit the terms periodically, although in case of material changes, the service will notify. The service informs you that its privacy policy does not apply to third party websites",icepop,
709,You are not being tracked. You maintain ownership of your content. Information is provided about security practices. You can delete your content from this service. This service provides a way for you to export your data. Two factor authentication is provided for your account,Tartle,A
711,You can delete your content from this service,Honeypot,A
713,Third parties are not allowed to access your personal information without a legal basis. You can opt out of promotional communications. The terms for this service are easy to read. No need to register. Content is published under a free license instead of a bilateral one. You are free to choose the type of copyright license that you want to use over your content. Tracking cookies refused will not limit your ability to use the service,Open Book Publishers,A
715,"Your personal data may be used for marketing purposes. You are not allowed to use pseudonyms, as trust and transparency between users regarding their identities is relevant to the service.. Third-party cookies are used for advertising. Your data may be processed and stored anywhere in the world. Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction. They may stop providing the service at any time. Your account can be suspended for several reasons. The terms may be changed at any time, but you will receive notification of the changes. There is a date of the last update of the agreements. You can request access, correction and/or deletion of your data. The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.. The service does not guarantee accuracy or reliability of the information provided. This service is only available for use individually and non-commercially.. This service is only available to users over a certain age. Extra data may be collected about you through promotions. Your IP address is collected, which can be used to view your approximate location. This service tracks which web page referred you to it. Your personal data is used to employ targeted third-party advertising. Sensitive data is collected and shared to target advertising. Many different types of personal data are collected. This service gives your personal data to third parties involved in its operation. This service shares your personal data with third parties that are not essential to its operation. Your profile is combined across various products. Private messages can be read. The data retention period is kept to the minimum necessary for fulfilling its purposes. You can opt out of promotional communications. You can retrieve an archive of your data. Third-party cookies are used for statistics. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Per the service's terms, you may not express negative opinions about them. Your content can be deleted if you violate the terms. Alternative accounts are not allowed. The service has non-exclusive use of your content. Your content can be distributed through any media known now or in the future. You maintain ownership of your content",BlaBlaCar,E
719,"Your personal data is aggregated into statistics.  Pseudonyms are allowed. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. You maintain ownership of your content. You are free to choose the type of copyright license that you want to use over your content. You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service. This service is only available to users over a certain age. You are responsible for maintaining the security of your account and for the activities on your account. Your account can be suspended for several reasons. The service is provided 'as is' and to be used at your sole risk. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. The service does not guarantee that software errors will be corrected. You are responsible for any risks, damages, or losses that may incur by downloading materials. The service does not guarantee accuracy or reliability of the information provided. This service assumes no liability for any losses or damages resulting from any matter relating to the service. You waive your right to a class action.",npm,B
721,"Your personal data is used to employ targeted third-party advertising. Your personal data is aggregated into statistics. This service gives your personal data to third parties involved in its operation. Third parties used by the service are bound by confidentiality obligations. Blocking first party cookies may limit your ability to use the service. The data retention period is kept to the minimum necessary for fulfilling its purposes. Your account can be suspended for several reasons. The terms may be changed at any time, but you will receive notification of the changes. There is a date of the last update of the agreements. This service holds onto content that you've deleted. You are responsible for any risks, damages, or losses that may incur by downloading materials. Alternative accounts are not allowed. Your browsing history can be viewed by the service. You are responsible for maintaining the security of your account and for the activities on your account. The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.. Spidering, crawling, or accessing the site through any automated means is not allowed. You are forced into binding arbitration in case of disputes. The court of law governing the terms is in location X. This service does not guarantee that it or the products obtained through it meet your expectations or requirements. First-party cookies are used. Other applicable rules, terms, conditions or guidelines. The service is provided 'as is' and to be used at your sole risk. The service does not guarantee accuracy or reliability of the information provided. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. Usernames can be rejected or changed for any reason. Your personal information is used for many different purposes. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. Specific content can be deleted without reason and may be removed without prior notice. Your account can be deleted without prior notice and without a reason. The service informs you that its privacy policy does not apply to third party websites. Political discussions which are against the government-advocated value are prohibited. Your data is processed and stored in a country that is less friendly to user privacy protection. Harming minors in any ways is prohibited. They may stop providing the service at any time. You must provide your identifiable information. Separate policies are employed for different parts of the service. You must report to the service any unauthorized use of your account or any breach of security",Bilibili,E
725,Your personal data is not sold. There is a date of the last update of the agreements,StoreMoreStore,A
727,"You can opt out of providing personal information to third parties. You must report to the service any unauthorized use of your account or any breach of security. There is a date of the last update of the agreements. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. Third-party cookies are used for advertising. The terms may be changed at any time, but you will receive notification of the changes. This service can use your content for all their existing and future services. You can request access, correction and/or deletion of your data. Your personal information is used for many different purposes. Information is gathered about you through third parties. Third parties are involved in operating the service. Your personal data is aggregated into statistics. Your information is only shared with third parties when given specific consent. Your personal data may be used for marketing purposes. Many third parties are involved in operating the service. This service reserves the right to disclose your personal information without notifying you. Promises will be kept after a merger or acquisition. The data retention period is kept to the minimum necessary for fulfilling its purposes. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. You agree to comply with the law of the service's country. Information is provided about how they collect personal data. You are responsible for maintaining the security of your account and for the activities on your account. There is a date of the last update of the agreements. There is a date of the last update of the agreements. Your information is only shared with third parties when given specific consent. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. Your personal data is used to employ targeted third-party advertising. When the service wants to make a material change to its terms, you are notified at least 30 days in advance. The posting of pornographic content is prohibited. Spidering, crawling, or accessing the site through any automated means is not allowed. This service is only available to users over a certain age. You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service. You have a reduced time period to take legal action against the service. You waive your right to a class action.. Blocking first party cookies may limit your ability to use the service. The court of law governing the terms is in location X. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. The service is provided 'as is' and to be used at your sole risk. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. The terms may be changed at any time, but you will receive notification of the changes. You have the right to leave this service at any time. Your account can be deleted without prior notice and without a reason. You agree not to submit libelous, harassing or threatening content. You agree not to submit libelous, harassing or threatening content. Your content can be deleted if you violate the terms. This service is only available for use individually and non-commercially.. This service can use your content for all their existing and future services. This service can use your content for all their existing and future services. You are responsible for maintaining the security of your account and for the activities on your account. Your account can be deleted without prior notice and without a reason. You are responsible for maintaining the security of your account and for the activities on your account",New York Times,C
728,"There is a date of the last update of the agreements. They may stop providing the service at any time. You agree not to use the service for illegal purposes. You cannot distribute or disclose your account to third parties. There is a date of the last update of the agreements. Per the service's terms, you may not express negative opinions about them. Your account can be suspended for several reasons. You are prohibited from posting content which promotes violence or politically or religiously extremist values.. You are prohibited from posting content which promotes violence or politically or religiously extremist values.. The court of law governing the terms is in location X. Other applicable rules, terms, conditions or guidelines. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder",Pixiv,B
729,There is a date of the last update of the agreements. You agree not to use the service for illegal purposes. You maintain ownership of your content. A license is kept on user-generated content even after you close your account. Your content can be licensed to third parties. There is a date of the last update of the agreements. Your personal data is not sold. Your information is only shared with third parties when given specific consent. Details are provided about what kind of information they collect. Third parties are involved in operating the service. Third parties used by the service are bound by confidentiality obligations. Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction. You can delete your content from this service,Royal Society of Chemistry,B
731,"There is a date of the last update of the agreements. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Blocking first party cookies may limit your ability to use the service",Mailchimp,
733,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Information is gathered about you through third parties. You can opt out of promotional communications. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. Your IP address is collected, which can be used to view your approximate location. A complaint mechanism is provided for the handling of personal data. You are solely responsible for claims made against the service and agree to indemnify and hold harmless the service.. Users who have been permanently banned from this service are not allowed to re-register under a new account. If you are the target of a copyright claim, your content may be removed. If you are the target of a copyright holder's take down notice, this service gives you the opportunity to defend yourself. This service is only available to users over a certain age. You agree to comply with the law of the service's country. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. You maintain ownership of your content. Information is gathered about you through third parties. There is a date of the last update of the agreements. Some personal data may be kept for business interests or legal obligations",XVideos,B
735,Your personal data is used to employ targeted third-party advertising,Chequered Ink Ltd.,
736, Pseudonyms are allowed. Content is published under a free license instead of a bilateral one. Content is published under a free license instead of a bilateral one. Content is published under a free license instead of a bilateral one. Information is provided about how they collect personal data. No need to register. Features of the website are made available under a free software license,MusicBrainz,A
737,This service takes credit for your content,Video Deck for Youtube,
740,"This service is only available to users over a certain age. You can opt out of providing personal information to third parties. Third parties are involved in operating the service. This service shares your personal data with third parties that are not essential to its operation. Your personal information is used for many different purposes. There is a date of the last update of the agreements. The service informs you that its privacy policy does not apply to third party websites.  Terms may be changed any time at their discretion, without notice to you . Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. You must provide your legal name, pseudonyms are not allowed. Logs are deleted after a finite period of time. Your account can be deleted without prior notice and without a reason. There is a date of the last update of the agreements. Blocking first party cookies may limit your ability to use the service. You are forced into binding arbitration in case of disputes",JetBrains,B
743,"Your IP address is collected, which can be used to view your approximate location. There is a date of the last update of the agreements.  Pseudonyms are allowed. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. You can opt out of targeted advertising. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. You can opt out of promotional communications. Details are provided about what kind of information they collect. Information is provided about how your personal data is used. Information is provided about security practices. Information is provided about how they collect personal data.  Terms may be changed any time at their discretion, without notice to you . Your personal data is not sold. You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service. only for your individual use. This service is only available to users over a certain age. Other applicable rules, terms, conditions or guidelines. There is a date of the last update of the agreements. The service is provided 'as is' and to be used at your sole risk. You are responsible for any risks, damages, or losses that may incur by downloading materials. The service does not guarantee accuracy or reliability of the information provided.  Terms may be changed any time at their discretion, without notice to you . The court of law governing the terms is in location X. You aren’t forced into binding arbitration in case of disputes. User suspension from the service will be fair and proportionate.. Third-party cookies are used for statistics. You agree not to submit libelous, harassing or threatening content. Spidering, crawling, or accessing the site through any automated means is not allowed. You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages. Your account can be deleted without prior notice and without a reason. Many third parties are involved in operating the service",Kink.com,
744,"Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. Third-party cookies are used for statistics. You can opt out of promotional communications. The service claims to be CCPA compliant for California users. You are responsible for maintaining the security of your account and for the activities on your account. The service is not responsible for linked or (clearly) quoted content from third-party content providers. This service informs you that its Terms of Service does not apply to third party websites. The service informs you that its privacy policy does not apply to third party websites. Your IP address is collected, which can be used to view your approximate location. Your personal data is used to employ targeted third-party advertising. This service shares your personal data with third parties that are not essential to its operation. Voice data is collected and shared with third-parties. This service provides a way for you to export your data. You are forced into binding arbitration in case of disputes. You waive your right to a class action.. You can delete your content from this service. You can delete your content from this service. You have the right to leave this service at any time. You can delete your content from this service. There is a date of the last update of the agreements. You can opt out of promotional communications. The service is provided 'as is' and to be used at your sole risk. The service does not guarantee accuracy or reliability of the information provided. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. The terms may be changed at any time, but you will receive notification of the changes. You can retrieve an archive of your data. Third party cookies are employed, but with opt out instructions. First-party cookies are used. Third-party cookies are used for statistics. You agree not to submit libelous, harassing or threatening content. Promises will be kept after a merger or acquisition. Information is provided about how your personal data is used. Your identity is used in ads that are shown to other users. The copyright license maintained by the service over your data and/or content is broader than necessary.. A license is kept on user-generated content even after you close your account. The service has a no refund policy. When the service wants to change its terms, you are notified a week or more in advance.",Duolingo,B
748,"This service gives your personal data to third parties involved in its operation. There is a date of the last update of the agreements. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. The service informs you that its privacy policy does not apply to third party websites. Many third parties are involved in operating the service. You have the right to leave this service at any time. You should revisit the terms periodically, although in case of material changes, the service will notify. There is a date of the last update of the agreements",JSTOR,B
749,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,AlternativeTo,B
754,Details are provided about what kind of information they collect. Details are provided about what kind of information they collect. Your personal data is aggregated into statistics. Your personal data is not sold,KalóriaBázis,A
755,There is a date of the last update of the agreements. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. Details are provided about what kind of information they collect,Dominion Energy,B
756,Accessibility to this service is guaranteed at 99% or more,Private Internet Access,
757,This service is only available to users over a certain age. There is a date of the last update of the agreements. You are solely responsible for claims made against the service and agree to indemnify and hold harmless the service.. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Apple Media Services,B
791,Third parties are not allowed to access your personal information without a legal basis,gtrs,
794,"You can request access, correction and/or deletion of your data. Details are provided about what kind of information they collect. Your personal data is used for advertising. Your personal data may be used for marketing purposes. You can limit how your information is used by third-parties and the service. You can retrieve an archive of your data. Information is provided about how your personal data is used. The service informs you that its privacy policy does not apply to third party websites. This service shares your personal data with third parties that are not essential to its operation. Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction. Personal information that is shared outside its jurisdiction is processed according to the original jurisdiction’s data protection standards. Any liability on behalf of the service is only limited to the fees you paid as a user. This service assumes no liability for any losses or damages resulting from any matter relating to the service. You have the right to leave this service at any time. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. A complaint mechanism is provided for the handling of personal data. This service does not guarantee that it or the products obtained through it meet your expectations or requirements. The service is provided 'as is' and to be used at your sole risk. You are prohibited from posting content which promotes violence or politically or religiously extremist values.. The posting of pornographic content is prohibited. You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages. You agree not to submit libelous, harassing or threatening content. If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner. You maintain ownership of your content",Heroku,B
